f,,CREATOR,TITLE,TITLE_PUB,Texte illustré par une photo prise par Roud,CONTRIBUTOR,NUMBER,PLACE,PUBLISHER,DATE,FORMAT,REUSED,TRANSCRIBED,WEBSITE_INTEREST,DIGITIZED,Original dans le fonds Roud CRLR
117,Périodique,Roud Gustave (signé L. V.),"""Nègres""",Aujourd'hui,,,65,,,1931-02-26,p. 7,"Sur l'ouvrage Types nègres du continent noir, publié chez Orell-Füssli.",Fait,,,
122,Périodique,Roud Gustave (signé O. C.),"""Peinture moderne"" (rubrique ""Notes"")",Aujourd'hui,,,70,,,1931-04-02,p. 2,"Salut à quelques peintres, p.91-94. Repris en partie, sous le titre ""Petit rappel amical d'une découverte"", Hommage à Jaques Berger, Pour l'Art, 1963.",Fait,,,
127,Périodique,Roud Gustave (signé O. C.),"Char d’herbe, Bûcheron du printemps (rubrique ""Notes"")",Aujourd'hui,,,76,,,1931-05-14,p. 5-6,"“Bûcheron du printemps” est repris en partie et avec d’importantes variantes (depuis “J’aime quand le matin est tout jeune encore…”) dans Campagne perdue, Écrits III, p. 160-161. Cahiers, 6, p. 108-109, sous le titre “Bûcheron de printemps”.",Fait,,,
132,Périodique,Roud Gustave (signé O. C.),"Commentateurs de Rimbaud (rubrique ""Notes"")",Aujourd'hui,,,86,,,1931-07-23,p. 3,,Fait,,,
120,Périodique,Roud Gustave (signé O. C.),"Dessins d’enfants (rubrique ""Notes"")",Aujourd'hui,,,69,,,1931-03-26,p. 4-5,,Fait,,,
119,Périodique,Roud Gustave (signé O. C.),"Deux lettres de Rimbaud à Verlaine (""Notes"")",Aujourd'hui,,,67,,,1931-03-12,p. 3,,Fait,,,
124,Périodique,Roud Gustave (signé O. C.),"Félix Vallotton, sculpteur (rubrique ""Notes"")",Aujourd'hui,,,71,,,1931-04-09,p. 3,"Salut à quelques peintres, p. 32.",Fait,,,
131,Périodique,Roud Gustave (signé O. C.),"L’Art des jardins (rubrique ""Notes"")",Aujourd'hui,,,86,,,1931-07-23,p. 2,,Fait,,,
142,Périodique,Roud Gustave (signé O. C.),"Maisons de poupées (rubrique ""Notes"")",Aujourd'hui,,,106,,,1931-12-10,p. 7,,Fait,,,
112,Périodique,Roud Gustave (signé O. C.),"Mémoire du disque (rubrique ""Notes"")",Aujourd'hui,,,61,,,1931-01-29,p. 3-4,,Fait,,,
126,Périodique,Roud Gustave (signé O. C.),"Naissance d'""Hallelujah"" (rubrique ""Notes"")",Aujourd'hui,,,73,,,1931-04-23,p. 2,,Fait,,,
123,Périodique,Roud Gustave (signé O. C.),"Renseignement (rubrique ""Notes"")",Aujourd'hui,,,71,,,1931-04-09,p. 3,"Salut à quelques peintres, p. 31-32.",Fait,,,
115,Périodique,Roud Gustave (signé O. C.),"Triangle (rubrique ""Note"")",Aujourd'hui,,,65,,,1931-02-26,p. 4,"Repris dans ""Les Fleurs et Les Saisons"", p. 21-24",Fait,,,
22,Périodique,Roud Gustave et Palézieux Gérard de,Image sans emploi,,,,,Saint-Clément-de-Rivière (Hérault),Fata Morgana,2002,,Avec des gravures de Palézieux signées,,,,
6,Périodique,"Roud Gustave, Simond Daniel",Avec Ramuz,,,,,Vevey,L'Aire,"1967, rééd. 1985",,"Contient ""Anniversaire"" (p. 9-15), ""Deux feuillets de journal"" (p. 17-27) et ""Poétique"" (p. 29-37). ""Pareil à un bel arbre"" (p. 39-90), co-signé par Daniel Simond et Gustave Roud, reprend l'introduction aux Œuvres complètes de Ramuz (Rencontre).",,,,Non
14,Périodique,"Roud Gustave, Simond Daniel",Pareil à un bel arbre,"Ramuz, Charles Ferdinand, Œuvres complètes",,Introduction Gustave Roud et Daniel Simond,vol. 1,Lausanne,Rencontre,"1967, rééd. 1968, 1973, 1976",pp. III-XXXII,Repris dans Avec Ramuz; ADAM - International Review; Treize Étoiles,,,,
384,Périodique,"Roud Gustave, Simond Daniel",Pareil à un bel arbre,"ADAM, International Review",,,319-320-321,,,1967-,p. 47-48,Reprend en partie l'introduction aux Œuvres complètes de Ramuz.,Pas fait,,,Oui
385,Périodique,"Roud Gustave, Simond Daniel",Pareil à un bel arbre,Treize étoiles,,,2,,,1967-02,p. 24-37,Reprise de l'introduction aux Œuvres complètes de Ramuz. Le texte se poursuit aux nos 3 et 4 de la même année.,Pas fait,,,Non
674,Périodique,"Roud Gustave, Simond Daniel","Pareil à un bel arbre, Suite",Treize étoiles,,,"17e année, 3",,,1967-03,p. 29-35,Reprend en partie 'introduction aux Œuvres complètes de Ramuz.,Pas fait,,,Oui
675,Périodique,"Roud Gustave, Simond Daniel","Pareil à un bel arbre, Suite et fin",Treize étoiles,,,"17e année, 4",,,1967-04,p. 19-20,Reprend en partie 'introduction aux Œuvres complètes de Ramuz.,Pas fait,,,Oui
7,Périodique,"Roud, Gustave","Écrit à Carrouge, précédé de Calendrier",,,postface et éd. Daniel Maggetti,,Saint-Clément-de-Rivière (Hérault),Fata Morgana,"2001, rééd. 2011",,,,,,
,Périodique,Roud Gustave,Requiem: O maison natale,La Gazette Littéraire ,,,,,,1967-11-25(26),,"Texte publié dans ""Requiem"". Comporte une différence avec le texte qui figure dans le recueil. ",Fait,,,Fonds Daniel Simond
,Périodique,Roud Gustave,Image sans emploi,Organe de l'Association romande du personnel de la librairie et de l'édition,,,4,,,1968-09,p. 5,"Repris de La Revue Romande , mais dans une autre mise en page. Repris dans « Images », Campagne perdue",Fait,,,Fonds Daniel Simond
,Périodique,Roud Gustave,"Un vitrail (rubrique ""Les Arts"")",Nouvelle Revue romande,,,Hors série,,,1922-07(-08),,,Fait,,,"Oui (carton Revue romande, au 3e étage)"
,Périodique,Roud Gustave,[Voici revivre ces moments…],La Guilde du Livre,,,3,,,1966-03,p. 120,,Fait,,,
619,Périodique ,Roud Gustave,D'une Quête,Matulu,,,17,,,1972-09,p. 6-7,"Reprise partielle de [SI CE QU’ON APPELLE UN « PRIX LITTÉRAIRE » …] « Réponse de Monsieur Gustave Roud », Feuille centrale de Zofingue, 81e année, 9/10, août/septembre 1941.",,,,Non
369,Périodique ,Roud Gustave,Le peintre Steven-Paul Robert,Gazette de Lausanne,,,,,,1961-10-21(-22),p. 7,,Fait,,,
424,Périodique ,Roud Gustave,Poésie,"Journal de Genève, Gazette de Lausanne",,,,,,1978-12-23,p. II (Samedi littéraire),"Repris dans Cahiers, 1, p. 74-76.",Fait,,,
,Périodiques,Roud Gustave,[Une femme (Catherine Mansfield…],Le Radio,,,,,,1939-04-14,p. 665,"Annonce pour l'émission du jeudi 20 avril 1939 par Simone Hauert (""Le poète vaudois au mircro"") et texte de Gustave Roud (reprise de [Une femme (Catherine Masfield…]. Avec 4 photographies de Gustave Roud. Un exemplaire se trouve dans le fonds Simond de la BCU (ACR1, Gustave Roud (suppl. 1984)).",Pas fait,,,
,Périodiques,Roud Gustave,Différence,Lettres,,,6,,,1943-12,p. 5-9,Air de la solitude,,,,
,Périodiques,Roud Gustave,Feuillets,Dialogue,,,2,,,1967-05,p. 3,,,,,Fonds Daniel Simond
629,Photographie,Roud Gustave,"[André Ramseyer à la charue?], [Olivier?], [Tracteur], [André Ramseyer aux foins], [Enfant sur un tracteur], [Char à foins], [Récolte des foins], [Olivier tressant un panier]",Le Semeur Vaudois,,,"6, 7,  9, 10, 13, 17, 18, 40",,,"1954-02-06, 1954-02-13, 1954-02-27, 1954-03-06, 1954-03-27, 1954-04-24, 1954-05-01, 1954-10-02",p. 1; 3; 3 et 6; 3; 2; 2; 1,D'après une facture conservée dans CRJ 51. Vérifié jusqu'au 23 juillet 1955.,,,,
631,Photographie,Roud Gustave,"[Bûcherons], [paysans à table], [Moisonneur], [Paysage]",,,,93,,,1967-04-22(23),"p. 27, 30, 31",,,,,
623,Photographie,Roud Gustave,[Portrait inédit de Ramuz],Illustré,,,23,,,1936-06-04,p. 1,,,,,Oui
628,Photographie,Roud Gustave,"[Robert Eicher guidant un atelage de deux cheveaux], [Un semeur]",Le Sillon Romand,,,"9, 11",,,"1942-05-15, 1942-12-25",,D'après une lettre conservée dans CRJ 53.,,,,
625,Photographie,Roud Gustave,[sans titre],Joie. Journal pour les étudiants de la Suisse romande,,,"4e année, 6",,,1943-04,p. 2,,,,,Oui
454,Photographie,Roud Gustave,Baignade de chevaux dans la Jorat,Illustré,,,37,,,1937-09-09,13,,,,À numériser ?,Oui
621,Photographie,Roud Gustave,Bûcherons au travail dans le Jorat et La fenaison,"Henri Rebeaud, Le Canton de Vaud",,,,Lausanne,Payot,1952,p. 17-18.,,,,,Oui
624,Photographie,Roud Gustave,"Dragon, Fernand Cherpillod, Escadron 4",La Guilde du Livre,,,10,,,1939-10,p. 145 (couverture),,,,,Non (mais dans boîte La Guilde du Livre)
453,Photographie,Roud Gustave,Fossoyage de printemps dans les vignes de Lutry,Illustré,,,14,,,1934-04-05,p. 10 ,Une photographie de Gustave Roud.,,,À numériser ?,Oui
622,Photographie,Roud Gustave,L'Imagier,Cahiers Gustave Roud,,choix et présentation par Pierre Smolik,4,Lausanne et Carrouge,Association des Amis de Gustave Roud,1986,,,,,,
626,Photographie,Roud Gustave,La forêt d'hiver et ses bourreaux,La Guilde du Livre,,,2,,,1945-02,p. 17 (couverture),,,,,Oui
458,Photographie,Roud Gustave,La photo quotidienne. Tresseur de Corbeille ET La photo poétique. Pavots,Écolier romand,,,"42e année, no 11 (La photo)",Éd. Pro Juventute,,1962-06-01,p. 10-11,,,,,Oui
627,Photographie,Roud Gustave,"Le chargeur de gerbes, Le faucheur",Illustré,,,32,,,1938-08-11,p. 1005,"Pour illustrer le roman anglais ""Aussi fière que belle!"" de F. Brame et Luis d'Arvers.",,,,
182,Photographie,Roud Gustave,"Le faucheur, Le chargeur de gerbes",Illustré,,,32,,,1938-08-11,p. 1005,,,,À numériser ?,Oui
620,Photographie,Roud Gustave,Paysan vaudois ; Labour d'automne à la charrue brabant ; Pour assurer l'alimentation du peuple suisse : les semailles,"Le paysan suisse, sa patrie et son oeuvre : conditions et évolution de l'agriculture suisse au vingtième siècle",,,,Brougg,Union suisse des paysans,1939,"p. 63, 336 et 706",,,"Intéressant de montrer qu'une photographie de Gustave Roud (Olivier) a ""illustré"" le type même du paysan vaudois dans ce livre. ",,Non
456,Photographie,Roud Gustave,Premier printemps…,Illustré,,,11,,,1938-03-17,p. 32,,,,À numériser ? (4 photographies noir-blanc),Oui
455,Photographie,Roud Gustave,Regains,Illustré,,,36,,,1937-09-02,p. 1093,Photographies de Roud avec légendes.,,,À numériser ?,Oui
632,Photographie ,Roud Gustave,Lutteur (photographie d'un taureau),La Terre Vaudoise,,,,,,1938-10-22,p. 643,"Photographie très recadrée. Sans la mention du nom de Roud. Légende: ""Lutteur"", 3,5 ans, primé au Comptoir 1937 par 88 pts. Propr: M. Joseph Monney, Carrouge (VD)"".",,,,
472,Traduction,Boller Willy,"Hokusaï, Un maître de l'estampe japonaise",,,,,Lausanne,Clairefontaine,1955,,,Fait,,Oui,Non
335,Traduction,Boller Willy,La technique de l'estampe en couleurs,La Guilde du Livre,,,12,,,1955-12,p. 478-479,"Tiré de Hokusaï, Un maître de l'estampe japonaise. (Il s'agit de la fin)",Fait,,,Non (mais dans boîte La Guilde du Livre)
334,Traduction,Boller Willy,La Vie et l’Œuvre de Hokusaï,La Guilde du Livre,,,11,,,1955-11,p. 402-404,"Tiré de Hokusaï, Un maître de l'estampe japonaise, avec de petites variations. La fin propose un passage déjà traduit dans ""Les surimonos d'Hokusaï"" (Guilde, oct. 1955). Les trois derniers § relèvent manifestement d'une erreur de mise en page: nous les avons supprimés de notre retranscription.",Fait,,,Non (mais dans boîte La Guilde du Livre)
332,Traduction,Boller Willy,Les surimonos d’Hokusaï,La Guilde du Livre,,,10,,,1955-10,p. 387-388,"Tiré de Hokusaï, Maître de l'Estampe japonaise, avec de petites variations. La seconde partie du texte est reprise à la fin de ""La vie et l'œuvre de Hokusaï"" (Guilde, nov. 1955).",Fait,,,Non (mais dans boîte La Guilde du Livre)
488,Traduction,Brentano Clemens,Myrte bien aimé…,Pour l'Art,,,4,,,1949-07(-08),p. 12,"[Selon André Malraux…], avant-propos. Repris dans Gustave Roud, Albert Béguin, Lettres sur le romantisme allemand; Le Romantisme allemand, dir. Albert Béguin; Cahiers Gustave Roud 3. ",Fait + photocopié,,,Non
670,Traduction,"Brentano Clemens, Hölderlin Friedrich, Novalis","Albert Béguin, Gustave Roud, Lettres sur le romantisme allemand",,,Traductions d'Albert Béguin et de Gustave Roud,,Lausanne,Études de lettres,1974,"p. 164-179, p. 180-183, p. 184-185","Brentano: Je sais une maison…; Au cœur d'une douleur profonde…; Échos d'une musique de Beethoven; Myrte bien-aimé murmure…; Chant du cygne; [Parle-moi, voix lointaine…]. Hölderlin: Moitié de la vie; [Baigné du rêve de l'enfance…]. Novalis: [Mère, qui pose un seul regard sur toi…]. Poèmes de Brentano publiés dans Le Romantisme allemand, dir. Albert Béguin, 1937 et 1949. Après les poèmes de Brentano, on lit la notice suivante: ""Les traductions des poèmes qui précèdent ont paru dans les Cahiers du Sud et, à l'exception de ""Myrte bien-aimé…"", n'ont pas été reprises. Reprises dans CGR 3.",Fait + photocopié,,,Oui
475,Traduction,Brock-Sulzer Elisabeth,"Gotthard Schuh, Instants volés, Instants donnés",,,"Texte liminaire de Max-Pol Fouchet, avant-propos d'Elisabeth Brock-Sulzer",,Lausanne et Carrouge,La Guilde du Livre,1956,p. X-XVII,,Pas fait (photocopié),,,Non
100,Traduction,Dürer Albrecht,"[…J'ai tiré en portrait Monsieur Nicolas…] (rubrique ""Textes"")",Aujourd'hui,,,44,,,1930-10-02,p. 4-5,Extraits de Dürer: Journal de voyage dans les Pays-Bas.,Fait + photocopié,,,Non
664,Traduction,"Hölderlin, Friedrich, Novalis, Brentano Clemens, Eichendorff Joseph von","Albert Béguin, L'Âme romantique et le rêve",,,Thèse d'Albert Béguin,,Paris,Corti,1939,"p. 314, p. 316-317, p. 281-285","Reprise de l'édition originale de 1937 (Cahiers du Sud) avec retouches, notamment l'inclusion d'extraits de poèmes traduits par Roud. Hölderlin (extraits tirés de Mermod, 1942): [Soyez bénis, beaux rêves de l'enfance…]; [Le plus profond amour doit languir à jamais…]; [Baigné du rêve de l'enfance…]; [… Crépuscule d'aube, ô temps sacré!]; [Voici naître et frémir la brise aux feuilles…]; [Avec ses poires couleur d'or…]; [Tout l'agrément de ce monde…]; [Les lignes de la vie sont diverses…]. Novalis (extraits tirés de Mermod, 1948): [Aux flots de la Mort…]; [Descendons au sein profond de la terre…]; [Mère qui pose un seul regard sur toi…]; [De mille images, ô Marie…]. Clemens Brentano: [J'ai vécu parmi la foule infinie des hommes…]; [Ah! chaque vie ouvre son coeur aux autres vies…]; [Parle-moi, voix lointaine…]; [Quand les regards s'éteignent…]; [Myrte bien-aimé, murmure!]; [Réchauffe ton petit enfant, ô mère…]; [Ô songe du désert, amour, désir illimité…]; [Depuis qu'y vint vivre la rose…]; [L'ombre s'élève des vallées…]; [Je veux m'éteindre solitaire…]; [Maître, si tu ne prends pitié…] (""Cri d'un esclave au printemps""); [Et le rêve, que minuit avait tissé…], [Solitude, ô fontaine du silence…] (""Echos de la musique de Beethoven""). Joseph von Eichendorff: [Debout comme sur la rive de la vie…] (""Nuit""); [Comme un voyageur endormi…] (""Fidélité""). Repris (en partie) dans Cahiers Gustave Roud 3.",Fait + photocopié,,Oui ,Non
668,Traduction,Franz Werfel,"À une alouette, suivi de Elévation",Pour l'Art,,,33,,,1953-11(-12),p. 5-6,Repris dans Cahiers Gustave Roud 3.,Fait + photocopié,,,Non
329,Traduction,Geiser Bernhard,[Cette planche fut gravée…],La Guilde du Livre,,"Signé ""Rd""",6,,,1955-06,p. 219-221,Tiré de L'Œuvre gravé de Picasso,Fait,,,Non (mais dans boîte La Guilde du Livre)
661,Traduction,Geiser Bernhard,[Durant un laps assez long…],La Guilde du Livre,,,10,,,1965-10,p. 374-376,Tiré de L'Œuvre gravé de Picasso (réimprimé cette année-là),Pas fait,,,Non (mais dans boîte La Guilde du Livre)
651,Traduction,Geiser Bernhard,[Picasso ne connaît nulle attache…],La Guilde du Livre,,,5,,,1955-05,p. 198-199,Tiré de L'Œuvre gravé de Picasso (avec quelques modifications),Pas fait,,,Non (mais dans boîte La Guilde du Livre)
473,Traduction,Geiser Bernhard,L'Œuvre gravé de Picasso,,,,,Lausanne,La Guilde du Livre,1955,,,Fait,,Oui,Non
657,Traduction,Geiser Bernhard,Le malentendu,La Guilde du Livre,,,1,,,1956-01,p. 25,Tiré de L'Œuvre gravé de Picasso ,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
327,Traduction,Geiser Bernhard,Naissance des premières eaux-fortes de Picasso,La Guilde du Livre,,,3,,,1955-03,p. 74-77,"Repris, avec quelques modifications, dans L'Œuvre gravé de Picasso",Fait,,,Oui
652,Traduction,Geiser Bernhard,"Pablo Picasso, Dates biographiques",La Guilde du Livre,,,7,,,1955-07,p. 269-271,Tiré de L'Œuvre gravé de Picasso,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
653,Traduction,Geiser Bernhard,"Pablo Picasso, Dates biographiques",La Guilde du Livre,,,8,,,1955-08,p. 316,Tiré de L'Œuvre gravé de Picasso,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
656,Traduction,Geiser Bernhard,"Pablo Picasso, Dates biographiques (suite et fin)",La Guilde du Livre,,,11,,,1955-11,p. 414-415,Tiré de L'Œuvre gravé de Picasso,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
654,Traduction,Geiser Bernhard,"Pablo Picasso, Dates biographiques (suite)",La Guilde du Livre,,,9,,,1955-09,p. 341,Tiré de L'Œuvre gravé de Picasso,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
655,Traduction,Geiser Bernhard,"Pablo Picasso, Dates biographiques (suite)",La Guilde du Livre,,,10,,,1955-10,p. 376,Tiré de L'Œuvre gravé de Picasso,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
336,Traduction,Geiser Bernhard,Picasso après le cubisme,La Guilde du Livre,,"Avec l'indication: ""Adaptation de Gustave Roud""",12,,,1955-12,p. 482-484,Tiré de L'Œuvre gravé de Picasso,Fait,,,Non (mais dans boîte La Guilde du Livre)
662,Traduction,Geiser Bernhard,Un jeu précis et silencieux,La Guilde du Livre,,,11,,,1965-11,p. 428-431,Tiré de L'Œuvre gravé de Picasso (réimprimé cette année-là),Pas fait,,,Non (mais dans boîte La Guilde du Livre)
650,Traduction,"Geiser Bernhard, Gotthelf Jeremias","Bernhard Geiser: ""Picasso illustrateur"". Jeremias Gotthelf: ""Jérémias Gotthelf: Colère d'Uli""",La Guilde du Livre,,"Geiser: Avec l'indication ""(Traduction Gustave Roud.)"" Gotthelf: Avec l'indication ""(Traduction Gustave Roud.)""",4,,,1955-04,"p. 156-158, p. 171-173",Picasso illustrateur: Tiré de L'Œuvre gravé de Picasso (avec quelques modifications).,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
647,Traduction,Goethe,Goethe devant les paysages suisses,Gazette de Lausanne,,,,,,1949-08-27,,,Fait,,,Oui
669,Traduction,"Goethe, Leopardi Giacomo, Barilli Bruno, Montale Eugenio, Cardarelli Vincenzo, Rilke Rainer Maria","Rome, Peintres et écrivains",,,Préface de Giuseppe Ungaretti,,Lausanne,Mermod,1954,"p. 36-39 (Goethe), p. 103-105 (Leopardi), p. 281-291 (Rilke), p. 314-323 (Cardarelli), p. 342-343 (Barilli), p. 327-329 (Montale)","Goethe: Élégies romaines V et IX. Leopardi Giacomo: Lettre à mon frère Carlo. Rilke: À Arthur Holitscher, À Ellen Key, À Lou-Andréas Salomé. Cardarelli Vincenzo: Via Giulia ou La Rome de la Renaissance. Barilli Bruno: Maître Titta. Montale Eugenio: Les Citrons. Repris dans CGR 3.",Fait + photocopié,,Oui,Oui
665,Traduction,"Goethe, Nietzsche Friedrich, Rilke Rainer Maria","Venise, album d'artistes",,,,,Lausanne,Mermod,1945,"p. 113-116 (Goethe), p. 232-234 (Nietzsche), p. 212-213, p. 248 (Rilke)",Goethe: Épigrammes vénitiennes. Nietzsche: Venise; Mon bonheur. Rilke: Matinée vénitienne; La Courtisane; Arrière-automne à Venise. Repris dans Cahiers Gustave Roud 3.,Fait + photocopié,,Oui,Non
486,Traduction,Gudmundsson Kristmann,Hakon et Bjarne aux îles des Revenants,La Guilde du Livre,,,10,,,1944-10,p. 161-164,Traduction d'un fragment de Rive bleue de Kristmann Gudmundsson d'après la version allemande,Fait,,,Non (mais dans boîte La Guilde du Livre)
244,Traduction,Gudmundsson Kristmann,Retour,La Guilde du Livre,,,7,,,1945-07,p. 107-108,Traduction d'un fragment de Rive bleue de Kristmann Gudmundsson d'après la version allemande,Fait,,,Non (mais dans boîte La Guilde du Livre)
469,Traduction,Gudmundsson Kristmann,Rive bleue,,,,,Lausanne,La Guilde du Livre,1944,,,Pas fait,,,Oui
226,Traduction,Gudmundsson Kristmann,Visite de Hakon à Eialine malade,La Guilde du Livre,,,2,,,1943-02,p. 26-28,Traduction d'un fragment de Rive bleue de Kristmann Gudmundsson d'après la version allemande.,Fait,,,Oui
667,Traduction,Hesse Hermann,"Vignes, lacs et montagnes, Nuit de foehn, Soir d'été devant une auberge tessinoise en forêt",Formes et Couleurs,,,"11e série, 3",,,1951,s.n.p.,"Paru sous le titre général ""Trois poèmes inspirés par le Tessin"". Repris dans Cahiers Gustave Roud 3.",Fait + photocopié,,,Oui
636,Traduction,Hölderlin Friedrich,Âges de la vie,Revue de Belles-Lettres,,,2,,,1968,p. 23,La version allemande est donnée en regard.,Pas fait (photocopié),,,Oui
633,Traduction,Hölderlin Friedrich,Âges de la vie ,Pour l'Art ,,,2,,,1949-03(-04),p. 10,,Fait + photocopié,,,Non
393,Traduction,Hölderlin Friedrich,Extraits Hypérion; Fragment Thallia (Première ébauche publiée); Hypérion (Version définitive - Fin); Grèce (Première version); Âges de la vie,Lettres françaises,,,,1182,,1967-05,p. 9-13,"Ages de la vie: tiré de la version des Poèmes de Hölderlin (Mermod, 1942)",Fait (il manque Âges de la vie) + photocopié,,,Oui
223,Traduction,Hölderlin Friedrich,"Hölderlin, ""Prière aux Parques"", ""Pardon imploré"", ""Le printemps"", ""L'été""",La Semaine littéraire,,,2,,,1942-12-19,p. 20-21,,Fait + photocopié,,,Oui
250,Traduction,Hölderlin Friedrich,La Migration,Lettres,,,1,,,1946-,p. 31-37,,Fait + photocopié,,,Oui
479,Traduction,Hölderlin Friedrich,Le Rhin,"Jean Paulhan, C. F. Ramuz, Gustave Roud, Le Patron, le pauvre homme, le solitaire. Lettres, articles et documents",,"Textes établis, annotés et présentés par Daniel Maggetti et Stéphane Pétermann",,Genève,Slatkine,2007,p. 259-265,"Reprise du texte paru dans Mesures, n°1, 15 janvier 1940, p. 89-107",Pas fait (photocopié),,,Non
478,Traduction,Hölderlin Friedrich,Le Rhin de Frédéric Hölderlin,Mesures,,,1,,,1940-01-15,p. 89-107,Cette pemière version publiée diffère légèrement de celle du volume de Mermod (1942). La version allemande est donnée en regard.,Fait,,,Oui
467,Traduction,Hölderlin Friedrich,Poëmes de Hölderlin,,,,,Lausanne,Mermod,1942-11-30,,"Fata Morgana, 2006. Certains poèmes repris dans Le Romantisme allemand, dir. Albert Béguin, pp. 393-399",Fait,,,Oui
468,Traduction,Hölderlin Friedrich,Quelques poèmes des temps obscurs,,,Avec des gravures de Gérard de Palézieux,,Saint-Clément-de-Rivière (Hérault),Fata Morgana,2006,,"Contient: Le Printemps, L'Eté, L'Automne, L'Hiver",Pas fait,,,Non
104,Traduction,Hölderlin Friedrich,Solitude de Hölderlin,Aujourd'hui,,Avec une note de Gustave Roud,48,,,1930-10-30,p. 4-5,Hypérion à Bellarmin; Mémoire (Souvenir); Âges de la vie; Moitiés de la vie.,Fait + photocopié,,,Oui
634,Traduction,"Holderlin Friedrich, Brentano Clemens",Le Romantisme allemand,,,Dirigé par Albert Béguin,,Marseille,Les Cahiers du Sud,1949,p. 393-405,"Hölderlin: ""Souvenir"", ""Temps de la moisson"", ""Âges de la vie"", ""Moitié de la vie"", ""Diotima de l'au-delà (fragment)"", ""L'Hivers"", ""Le Printemps"", ""Quatrain"". Brentano: ""Je suis une maison..."", ""Au coeur d'une douleur profonde..."", ""Échos d'une musique de Beethoven"", ""Myrte, bien aimé, murmure..."", ""Chant du cygne"". Les versions des poèmes de Hölderlin diffèrent de celles de 1937.",Fait + photocopié,,,Non
663,Traduction,"Hölderlin Friedrich, Brentano Clemens",Le Romantisme allemand,,,Dirigé par Albert Béguin,"194, no. spécial",Marseille,Les Cahiers du Sud,1937-05(-06),p. 361-371,"Hölderlin: ""Souvenir"", ""Temps de la moisson"", ""Âges de la vie"", ""Moitié de la vie"", Diotima de l'au-delà (fragment)"", ""L'Hiver"", ""Le Printemps"", ""Quatrain"") Poèmes de Clémens Brentano (""Je sais une maison"", Au coeur d'une douleur profonde…"", ""Echos d'une musique de Beethoven"", ""Myrte bien-aimé murmure…"", ""Chant du cygne"")",Fait + photocopié,,,Non
659,Traduction,Huttinger Edouard,La Peinture hollandaise,La Guilde du Livre,,,1,,,1957-1,p. 32-34,Tiré de La Peinture hollandaise au XVIIe siècle.,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
474,Traduction,Huttinger Edouard,La Peinture hollandaise au XVIIe siècle,,,Trad. Gustave Roud et Jeanlouis Cornuz,,Lausanne,La Guilde du Livre,1956,,,Fait,,Oui,Non
658,Traduction,Huttinger Edouard,La peinture hollandaise du XVIIe siècle a-t-elle encore quelque chose à nous dire ?,La Guilde du Livre,,,12,,,1956-12,p. 494-496,Tiré de La Peinture hollandaise au XVIIe siècle.,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
660,Traduction,Huttinger Edouard,Vermeer ou la vie mystérieuse,La Guilde du Livre,,,12,,,1957-12,p. 486-487,Tiré de La Peinture hollandaise au XVIIe siècle.,Pas fait,,,Non (mais dans boîte La Guilde du Livre)
672,Traduction,Johannes Oeschger,"[Calendriers des années 1960, 1961, 1962 et 1971]",?,,,,Bâle,J.R. Geigy,?,,,Pas fait,,,Non
635,Traduction,Johannes Oeschger,"Dormi, che vuoi di più?",,,,,Bâle,J.R. Geigy,1957,p. 3-4,Roud traduit la préface de Johannes Oeschger.,Pas fait (photocopié),,,Oui
,Traduction,Leisinger Hermann,Les peintures étrusques de Tarquinia,,,,10,,La Guilde du Livre,1953,,,Fait,,Oui,Non (mais dans boîte La Guilde du Livre)
648,Traduction,Leisinger Hermann,Les peintures étrusques de Tarquinia,La Guilde du Livre,,,10,,,1953-10,p. 254,,Pas fait,,Oui,Non (mais dans boîte La Guilde du Livre)
649,Traduction,Leisinger Hermann,Peinture étrusque,La Guilde du Livre,,,11,,,1953-11,p. 304,"Contient la note: ""Tiré de notre volume n° 198.",Pas fait,,,Non (mais dans boîte La Guilde du Livre)
470,Traduction,Lejeune Robert,Honoré Daumier,,,,,Lausanne,Clairefontaine ,1953,,,Fait,,Oui,Non
482,Traduction,Louis Tieck,"Dernières années de Novalis (rubrique ""Textes"")",Aujourd'hui,,Trad. non signée,70,,,1931-04-02,p. 6-7,"Traduction d'un extrait de la préface de Louis Tieck aux oeuvres de Novalis, contient l'extrait d'une lettre de Novalis à Tieck.",Fait + photocopié,,,Non
481,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,25,,,1930-05-22,p. 5,,Fait + photocopié,,,Non
677,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,34,,,1930-07-24,p. 5,,Fait + photocopié,,,Non
638,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,35,,,1930-07-31,p. 5,,Fait + photocopié,,,Non
